Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
F,C,M,63,54,59,49,52
F,D,O,98,22,66,76,17
M,E,O,95,118,68,74,36
M,E,O,204,73,74,159,31
M,B,Y,35,32,49,27,48
M,E,Y,38,90,73,30,42
F,C,U,14,108,16,11,55
F,D,U,14,101,24,11,45
F,E,O,91,43,71,71,41
F,B,Y,17,81,77,13,30
F,C,O,76,31,72,59,23
F,C,Y,39,97,63,30,34
F,B,Y,32,73,75,25,60
F,C,O,86,36,65,67,45
M,D,Y,37,31,76,29,38
F,E,Y,17,62,75,13,32
F,D,M,51,53,65,40,33
M,D,O,205,73,70,159,54
M,A,Y,33,44,77,26,33
F,C,O,93,21,71,72,47
M,E,U,15,58,15,12,36
F,D,U,6,102,30,5,48
M,E,M,50,85,70,39,25
F,A,U,9,106,33,7,27
M,A,M,40,92,67,31,35
M,E,Y,34,85,75,26,39
F,B,U,5,105,18,4,23
F,B,Y,26,75,62,20,20
M,A,O,89,92,83,69,47
F,E,M,44,44,66,34,26
M,A,Y,30,104,69,23,33
F,A,Y,18,91,56,14,29
F,B,O,99,20,77,77,54
M,C,O,97,111,73,75,33
F,B,Y,28,70,60,22,66
F,C,O,70,22,68,54,33
M,C,O,66,108,76,51,60
M,A,O,76,75,69,59,44
M,A,O,209,70,70,163,28
F,C,M,61,60,67,47,38
F,B,U,15,90,20,12,66
F,A,U,10,100,20,8,27
M,E,O,68,81,65,53,32
F,A,O,97,36,56,75,49
M,A,O,77,97,66,60,44
F,B,O,72,29,77,56,51
F,B,Y,25,64,64,19,47
F,B,M,43,59,72,33,37
M,E,O,89,71,85,69,27
M,E,M,47,35,47,37,26
M,B,U,5,101,34,4,65
M,A,U,15,39,19,12,29
F,C,U,11,115,13,9,56
F,B,O,86,21,78,67,42
M,C,U,6,33,14,5,38
F,C,Y,32,68,50,25,30
F,C,U,8,91,22,6,37
M,C,U,14,49,27,11,38
F,D,O,94,29,67,73,19
F,C,Y,38,93,57,30,43
F,D,M,60,46,70,47,30
M,D,Y,37,97,68,29,38
F,C,M,59,55,58,46,36
F,E,O,87,38,78,68,40
F,D,O,68,40,76,53,27
F,D,O,89,41,58,69,20
F,D,U,11,97,16,9,46
M,C,O,95,107,69,74,54
F,B,Y,23,65,66,18,16
M,E,M,48,91,59,37,48
F,A,O,86,28,55,67,47
F,D,O,73,30,64,57,26
M,E,O,90,96,58,70,47
M,E,M,56,69,83,44,35
M,D,Y,26,58,66,20,41
F,D,Y,22,90,70,17,43
F,D,U,8,117,25,6,47
M,A,U,12,30,26,9,28
F,B,O,84,26,60,65,63
M,A,U,8,112,17,6,27
M,A,U,15,66,26,12,29
M,E,U,8,37,7,6,43
F,B,U,209,92,11,163,44
M,C,M,59,41,62,46,30
F,B,U,9,92,7,7,33
F,E,Y,31,87,66,24,36
M,A,Y,36,104,81,28,34
F,B,Y,17,69,58,13,69
F,B,U,9,114,12,7,21
M,D,U,14,57,31,11,45
M,D,Y,24,80,65,19,42
M,B,U,14,90,22,11,63
M,B,Y,28,101,54,22,66
M,A,U,10,113,9,8,27
M,B,O,80,60,63,62,37
F,E,U,14,94,16,11,38
F,A,Y,18,94,53,14,29
M,A,M,56,90,68,44,39
F,D,U,8,119,13,6,47
F,C,O,67,43,66,52,38
M,E,M,45,114,64,35,31
M,C,Y,28,76,76,22,43
M,E,M,52,35,78,40,25
F,B,O,90,33,52,70,53
F,C,M,57,62,67,44,49
F,B,M,44,41,52,34,32
F,B,Y,24,80,66,19,44
M,A,M,62,42,52,48,41
M,E,M,47,65,55,37,30
F,A,Y,30,83,69,23,33
M,C,Y,33,96,76,26,38
F,E,O,72,28,66,56,28
M,D,O,69,72,69,54,27
M,A,U,14,30,21,11,29
M,E,O,100,118,77,78,35
M,A,U,7,78,19,5,27
F,E,Y,26,87,71,20,38
M,B,U,10,97,17,8,66
M,E,Y,18,79,77,14,36
F,B,U,12,102,10,9,23
F,D,Y,18,87,61,14,44
F,B,M,60,56,70,47,32
M,C,Y,36,86,58,28,25
M,C,U,7,40,24,5,31
M,A,O,92,88,52,72,48
M,C,U,6,91,17,5,52
M,E,M,57,33,59,44,49
M,D,O,85,50,79,66,22
F,C,Y,39,73,66,30,53
M,C,M,42,79,59,33,29
F,A,M,49,63,62,38,37
F,C,O,95,24,68,74,37
F,C,M,54,54,61,42,47
M,E,U,5,58,14,4,43
M,E,O,84,83,80,65,44
F,E,Y,23,92,70,18,36
M,E,M,63,46,69,49,27
F,D,Y,19,79,62,15,44
M,C,O,85,57,68,66,32
F,C,M,46,62,72,36,51
F,C,O,99,29,61,77,32
M,D,O,77,72,55,60,24
M,B,U,11,94,24,9,47
F,D,O,78,41,76,61,24
F,C,Y,20,87,54,16,59
F,E,O,96,24,74,75,49
F,E,M,64,62,66,50,43
M,E,U,9,38,21,7,48
F,C,Y,23,89,64,18,52
M,B,U,15,43,26,12,35
F,A,U,6,100,16,5,27
M,B,U,15,33,24,12,69
F,C,M,53,59,65,41,28
M,E,Y,23,27,65,18,48
M,C,O,96,50,72,75,33
F,A,Y,17,64,61,13,29
F,E,U,11,97,17,9,27
M,D,M,51,110,61,40,33
F,A,M,43,51,73,33,36
M,E,U,13,24,21,10,30
F,B,O,70,25,74,54,45
F,B,U,14,116,15,11,28
F,B,Y,36,90,58,28,50
M,B,M,55,48,67,43,51
M,E,M,48,54,55,37,40
F,B,Y,37,100,77,29,31
F,C,M,60,57,72,47,29
F,B,M,51,40,71,40,41
M,C,U,8,39,18,6,58
F,E,Y,31,78,71,24,36
M,C,O,89,80,59,69,29
F,B,M,52,62,63,40,70
F,B,M,62,65,71,48,69
F,B,M,47,57,65,37,37
M,B,O,99,64,63,77,48
M,B,U,6,88,25,5,32
F,B,U,13,98,20,10,22
F,D,M,51,49,52,40,33
F,A,M,49,52,58,38,37
M,C,M,50,69,63,39,49
F,A,M,57,62,67,44,39
M,D,M,54,30,69,42,32
M,B,U,5,81,18,4,36
M,B,M,53,64,64,41,43
M,C,O,85,73,81,66,59
F,A,U,10,102,19,8,27
F,A,U,9,114,23,7,27
F,D,U,9,93,28,7,47
M,B,Y,34,76,72,26,47
F,B,O,74,24,66,58,65
M,E,Y,34,23,67,26,28
F,E,U,10,117,22,8,47
M,E,M,49,36,60,38,45
F,A,Y,21,68,68,16,30
F,A,U,8,104,16,6,27
M,A,O,68,102,71,53,42
F,A,M,54,41,69,42,39
M,E,U,10,33,21,8,27
F,D,Y,25,75,56,19,42
M,E,U,6,36,18,5,39
F,D,Y,26,89,79,20,41
F,E,M,46,48,70,36,42
F,B,Y,19,74,66,15,56
F,D,O,86,42,68,67,21
F,D,O,82,21,78,64,23
M,A,U,5,51,12,4,26
F,A,M,41,64,66,32,35
F,B,Y,35,67,64,27,64
M,C,O,75,38,67,58,21
F,D,M,54,59,56,42,32
M,B,M,59,87,72,46,21
M,E,O,99,70,67,77,40
F,E,M,56,49,53,44,32
F,E,M,53,47,63,41,45
M,A,U,13,33,15,10,28
M,B,Y,22,48,67,17,42
M,B,U,14,100,18,11,29
M,D,O,98,30,81,76,17
M,B,Y,25,61,59,19,28
F,D,O,200,22,78,156,25
F,C,U,8,118,15,6,40
F,E,M,51,47,84,40,41
M,B,Y,37,24,69,29,39
F,A,O,71,35,81,55,43
F,C,U,15,101,32,12,21
M,E,U,14,35,22,11,35
F,E,M,61,54,65,47,29
M,D,O,77,43,59,60,24
F,A,Y,35,96,43,27,34
M,C,M,60,47,80,47,32
M,A,Y,30,41,55,23,33
F,C,U,11,95,21,9,24
M,C,M,47,43,43,37,45
F,C,M,48,58,63,37,57
M,A,U,8,117,9,6,27
F,B,Y,34,80,56,26,49
M,C,O,78,97,63,61,32
M,C,U,14,45,35,11,28
F,C,M,50,55,75,39,58
F,B,U,11,103,28,9,63
M,B,U,10,86,27,8,55
M,C,M,57,94,74,44,45
M,C,U,14,68,26,11,51
F,A,O,95,28,69,74,49
M,D,O,79,65,69,61,24
M,E,Y,34,63,66,26,39
M,A,M,54,52,57,42,39
F,E,O,94,44,83,73,42
F,D,M,42,45,57,33,36
M,D,U,14,87,31,11,45
F,A,Y,28,62,56,22,32
F,E,Y,39,92,50,30,36
M,B,M,47,47,71,37,69
M,B,O,67,86,60,52,63
M,B,O,87,66,77,68,21
M,D,M,41,119,58,32,36
F,D,O,81,30,76,63,23
M,C,U,8,84,26,6,52
M,E,Y,28,45,62,22,29
F,D,Y,38,64,42,30,37
F,B,M,53,41,67,41,18
M,A,O,86,46,59,67,47
F,E,Y,31,78,69,24,40
F,D,Y,37,79,77,29,38
M,A,O,97,115,70,75,49
F,A,M,41,53,55,32,35
M,D,U,7,36,18,5,48
F,B,U,5,110,7,4,35
F,C,U,8,96,15,6,52
M,D,U,12,76,12,9,46
F,C,U,9,107,19,7,44
M,C,U,10,90,22,8,48
M,E,O,96,82,75,75,47
M,E,M,47,33,82,37,43
F,B,Y,34,88,65,26,21
M,A,M,49,25,55,38,37
F,C,M,57,45,55,44,40
M,B,M,42,115,69,33,36
F,B,O,72,24,72,56,30
M,B,M,64,71,78,50,25
M,E,M,41,45,59,32,43
F,C,O,95,44,69,74,56
M,B,Y,25,90,72,19,56
M,A,Y,37,105,58,29,34
M,C,Y,24,37,77,19,56
M,B,U,11,94,9,9,47
M,C,M,46,92,64,36,52
M,C,O,87,90,74,68,45
F,A,Y,16,80,49,12,29
F,B,O,208,26,71,162,37
F,C,Y,25,76,75,19,29
M,A,U,5,26,14,4,26
F,C,M,62,61,69,48,48
M,D,U,8,104,14,6,47
F,C,Y,34,92,62,26,39
M,C,U,14,101,17,11,28
F,A,Y,21,93,63,16,30
M,D,U,7,33,17,5,48
F,D,M,47,40,62,37,34
F,A,O,82,42,77,64,45
F,A,M,52,62,54,40,38
F,B,Y,25,84,57,19,25
F,A,U,9,94,17,7,27
F,D,M,55,58,67,43,32
F,E,O,86,31,67,67,46
F,A,M,47,47,65,37,37
F,A,Y,22,97,55,17,31
M,A,U,14,63,29,11,29
M,D,U,5,68,23,4,48
F,A,M,57,46,80,44,39
M,A,U,14,89,24,11,29
F,B,Y,23,75,61,18,17
F,E,Y,39,90,57,30,44
M,B,M,57,81,76,44,56
F,D,M,41,43,71,32,36
F,B,U,13,90,35,10,25
M,C,O,86,85,60,67,40
M,A,Y,26,114,40,20,31
F,B,M,62,44,64,48,50
M,E,Y,26,106,59,20,37
F,B,O,86,42,67,67,69
M,C,M,44,52,67,34,54
F,B,U,6,110,30,5,62
M,A,Y,21,59,54,16,30
F,C,M,49,53,76,38,47
F,B,U,7,120,25,5,23
F,A,U,8,95,16,6,27
M,B,U,13,76,21,10,52
F,A,Y,34,90,66,26,33
F,C,O,85,36,65,66,51
M,E,Y,23,115,57,18,47
M,A,O,84,73,83,65,46
M,E,M,64,112,49,50,37
F,D,O,79,22,68,61,24
M,B,M,64,119,57,50,28
M,D,Y,17,23,74,13,44
F,A,U,9,113,24,7,27
M,E,O,94,81,68,73,37
M,C,M,45,46,63,35,32
M,C,U,6,119,10,5,24
F,E,U,15,109,18,12,32
F,E,O,75,30,57,58,27
F,B,O,84,39,55,65,23
F,E,U,12,110,19,9,50
F,B,Y,18,92,70,14,26
F,E,Y,28,64,78,22,39
F,D,U,6,103,18,5,48
F,D,M,62,41,55,48,29
M,E,M,202,80,66,157,46
M,E,M,62,82,63,48,37
F,D,M,44,64,58,34,35
F,A,M,61,43,64,47,40
M,C,M,45,86,68,35,37
M,E,Y,17,107,75,13,31
F,E,U,5,96,19,4,27
M,E,Y,28,76,68,22,41
F,A,M,47,55,76,37,37
M,D,O,79,27,66,61,24
F,B,U,8,109,33,6,39
M,D,M,51,95,72,40,33
M,B,M,61,116,83,47,52
F,A,Y,27,83,62,21,32
F,A,U,13,119,21,10,28
F,C,M,48,54,70,37,29
F,D,M,62,43,60,48,29
F,E,Y,20,97,64,16,37
M,B,M,64,38,59,50,15
M,D,Y,32,111,76,25,39
F,D,O,81,44,62,63,23
M,A,M,51,85,59,40,38
F,E,U,9,100,17,7,36
M,D,Y,19,107,63,15,44
F,B,U,11,112,25,9,25
M,D,M,53,32,79,41,32
F,E,M,62,64,63,48,33
M,E,O,93,65,72,72,45
F,C,O,100,28,52,78,39
M,D,O,93,88,85,72,19
F,E,O,93,21,59,72,38
F,E,O,73,40,74,57,28
F,E,U,7,107,23,5,39
F,E,M,46,41,55,36,29
F,B,O,92,31,80,72,20
F,B,O,82,43,69,64,43
F,C,O,67,22,71,52,41
F,E,Y,28,87,69,22,29
M,E,Y,21,84,65,16,38
M,B,O,74,60,67,58,44
F,D,U,7,101,18,5,48
M,A,O,66,109,67,51,41
F,E,U,11,93,22,9,28
F,A,M,48,59,71,37,37
M,B,O,82,90,69,64,57
F,C,M,54,48,64,42,36
F,E,O,97,25,57,75,38
F,A,M,62,49,66,48,41
M,D,Y,33,29,70,26,39
M,E,M,52,26,68,40,38
M,A,M,40,37,71,31,35
M,D,O,74,50,61,58,25
F,B,U,5,91,14,4,53
F,C,Y,34,63,68,26,47
F,A,U,15,100,28,12,29
F,C,M,42,64,72,33,55
M,E,O,70,104,61,54,35
M,B,U,9,24,12,7,17
F,C,Y,35,74,85,27,39
F,E,U,10,107,28,8,48
F,E,M,54,50,82,42,43
F,B,Y,21,66,67,16,20
M,E,O,82,88,64,64,41
M,B,U,10,85,25,8,54
M,C,U,12,48,20,9,59
F,E,U,12,90,19,9,27
F,B,O,68,41,67,53,60
F,D,M,59,46,54,46,30
M,E,M,52,42,59,40,27
F,A,M,62,61,67,48,41
F,C,Y,18,81,59,14,41
M,B,O,80,27,75,62,17
F,D,U,14,113,20,11,45
F,B,M,44,61,52,34,29
F,B,Y,23,96,58,18,54
M,E,M,44,73,68,34,28
M,D,O,81,66,78,63,23
M,C,O,99,95,69,77,20
F,E,U,13,117,27,10,38
F,B,O,82,26,77,64,60
F,A,M,56,52,70,44,39
F,C,U,15,118,30,12,35
M,E,Y,33,40,81,26,44
F,D,O,91,22,70,71,20
F,D,Y,30,95,61,23,40
M,E,M,51,64,45,40,28
M,E,U,6,46,28,5,49
M,A,M,53,83,70,41,38
M,B,U,14,57,24,11,56
F,B,Y,19,63,65,15,57
F,D,M,57,52,54,44,31
M,C,Y,33,73,61,26,53
M,E,M,61,47,52,47,30
F,D,M,48,47,64,37,34
F,D,Y,19,72,60,15,44
F,A,Y,38,86,58,30,35
F,B,U,13,108,21,10,25
F,C,O,66,37,70,51,28
M,C,M,48,95,64,37,40
F,A,M,43,46,67,33,36
M,A,Y,19,52,54,15,30
M,B,U,11,70,31,9,59
M,C,O,66,106,56,51,38
M,E,M,52,65,53,40,49
M,D,U,14,69,24,11,45
F,E,O,86,35,55,67,41
M,C,U,13,117,15,10,48
F,D,Y,20,66,65,16,43
M,C,O,79,39,42,61,59
M,A,M,59,76,50,46,40
F,A,O,95,29,76,74,49
F,C,U,13,101,18,10,59
F,D,Y,27,92,51,21,41
F,A,M,60,60,72,47,40
F,E,Y,19,96,75,15,41
F,D,O,76,29,87,59,25
F,B,Y,24,80,62,19,67
M,B,U,11,86,10,9,65
F,B,Y,31,79,70,24,50
M,A,U,10,84,18,8,27
M,A,Y,37,69,71,29,34
F,E,Y,32,95,64,25,41
M,E,Y,29,111,47,23,41
M,A,M,44,70,64,34,36
F,E,Y,17,85,64,13,45
M,D,O,93,58,58,72,19
F,D,M,46,59,62,36,35
M,E,U,14,29,27,11,45
F,B,Y,31,100,76,24,25
F,A,U,9,110,13,7,27
F,B,Y,17,69,63,13,25
F,A,O,95,22,81,74,49
M,C,U,11,43,20,9,23
F,E,Y,17,93,57,13,41
M,A,Y,31,25,70,24,33
F,B,U,9,98,17,7,42
F,A,O,91,38,64,71,48
M,D,M,46,34,78,36,35
M,D,O,75,67,67,58,25
M,E,O,87,113,75,68,40
M,B,O,82,118,53,64,34
F,B,M,54,65,63,42,34
M,D,M,57,41,61,44,31
M,B,Y,20,34,64,16,63
F,C,O,75,25,76,58,44
M,D,U,6,51,20,5,48
M,E,Y,35,117,72,27,47
F,C,O,79,44,70,61,53
F,A,O,75,22,63,58,44
M,D,M,51,69,57,40,33
M,D,O,82,45,62,64,23
F,C,Y,25,82,69,19,30
M,B,M,57,27,56,44,41
F,E,O,68,41,74,53,37
M,B,M,63,118,51,49,51
M,E,Y,26,40,78,20,26
M,C,O,69,112,74,54,35
F,D,O,90,26,68,70,20
M,A,M,59,99,62,46,40
M,B,Y,34,115,69,26,41
F,E,M,42,49,49,33,41
M,D,M,55,76,60,43,32
F,E,Y,22,97,75,17,44
M,C,Y,19,76,75,15,32
M,B,U,13,65,18,10,19
M,A,O,85,87,80,66,46
F,A,U,9,112,16,7,27
M,C,U,11,70,19,9,42
F,A,O,72,38,73,56,43
M,A,U,15,48,20,12,29
M,A,Y,33,43,76,26,33
F,E,O,92,41,65,72,47
M,E,U,6,28,11,5,39
M,B,O,75,80,72,58,57
F,E,U,10,98,18,8,47
M,B,O,99,75,75,77,22
M,D,Y,24,60,48,19,42
M,C,O,98,69,72,76,35
F,E,O,93,41,78,72,37
M,E,O,82,88,66,64,38
M,E,O,72,83,83,56,41
F,E,U,12,100,21,9,45
F,B,Y,30,91,72,23,17
M,D,O,208,89,71,162,56
M,E,U,202,51,26,157,30
M,D,M,63,37,41,49,29
F,A,U,8,103,19,6,27
F,C,M,61,44,60,47,60
F,B,O,71,20,54,55,41
M,A,O,93,81,62,72,48
F,D,U,12,91,18,9,46
F,B,Y,24,90,79,19,29
M,A,Y,36,95,61,28,34
M,E,U,14,48,28,11,48
F,E,Y,20,83,82,16,35
F,E,O,205,29,64,159,44
M,D,M,44,52,68,34,35
M,D,U,6,85,30,5,48
M,E,M,45,70,55,35,41
M,B,U,14,40,19,11,27
M,B,U,15,93,19,12,52
F,B,Y,30,91,68,23,48
M,E,O,81,105,68,63,48
M,C,M,41,74,60,32,28
F,D,M,51,53,64,40,33
F,B,M,47,54,52,37,48
M,C,M,61,110,55,47,42
M,C,M,52,41,74,40,38
F,C,M,59,53,66,46,37
M,D,Y,202,77,68,157,18
F,A,M,48,53,61,37,37
M,E,M,52,50,63,40,27
F,D,O,70,42,73,54,27
F,C,Y,35,70,75,27,55
F,D,M,44,61,69,34,35
M,D,U,5,88,18,4,48
F,D,Y,38,94,73,30,37
M,B,Y,16,37,71,12,27
F,C,Y,16,98,62,12,59
M,B,O,87,117,52,68,33
M,C,Y,38,78,56,30,47
F,D,Y,19,94,53,15,44
F,B,U,11,120,17,9,23
M,C,U,9,32,16,7,35
M,B,U,11,32,19,9,38
F,D,Y,35,67,74,27,38
M,B,U,10,44,15,8,34
F,C,U,7,115,21,5,59
M,A,M,43,45,59,33,36
F,B,M,41,53,68,32,19
F,D,M,58,48,64,45,31
M,A,Y,24,43,67,19,31
M,A,M,53,36,66,41,38
F,D,U,8,108,21,6,47
M,B,U,6,108,27,5,25
F,E,U,7,104,26,5,49
F,C,U,11,114,20,9,23
M,E,M,43,33,76,33,42
M,E,Y,29,84,48,23,42
F,C,O,72,25,66,56,52
F,C,M,53,61,67,41,22
F,D,M,55,54,53,43,32
F,A,M,41,56,67,32,35
F,A,O,81,35,69,63,45
M,D,O,68,38,79,53,27
M,A,Y,25,29,77,19,31
M,D,O,95,67,65,74,18
F,B,O,75,38,71,58,16
M,D,Y,32,24,68,25,39
F,A,Y,32,70,47,25,33
M,C,U,9,87,23,7,55
F,C,Y,35,82,64,27,44
M,D,U,7,49,19,5,48
M,D,U,12,48,28,9,46
M,D,M,49,113,66,38,34
M,D,O,82,116,77,64,23
F,E,Y,23,73,71,18,28
M,D,Y,34,39,69,26,39
F,C,Y,25,88,71,19,59
F,D,M,42,55,67,33,36
M,E,O,89,67,73,69,29
M,B,M,64,36,57,50,23
F,A,U,6,95,14,5,27
F,B,M,55,44,63,43,47
M,D,U,7,59,16,5,48
F,C,M,49,59,62,38,47
F,D,Y,28,82,72,22,41
M,E,O,70,83,74,54,42
F,C,M,58,62,55,45,45
F,B,Y,35,91,74,27,25
F,E,O,82,38,70,64,31
F,E,U,10,105,21,8,29
M,B,M,47,73,75,37,44
F,E,M,45,57,58,35,35
M,B,O,75,103,76,58,57
F,A,U,15,93,19,12,29
M,C,M,51,93,50,40,58
F,A,Y,29,90,60,23,32
F,B,Y,36,69,66,28,61
M,D,Y,31,37,80,24,40
F,D,U,11,118,32,9,46
F,A,Y,39,79,59,30,35
M,B,Y,21,35,60,16,69
M,D,Y,21,76,67,16,43
M,C,U,11,75,10,9,25
M,C,U,8,72,29,6,47
F,E,Y,37,80,63,29,44
F,C,U,9,115,15,7,56
M,A,O,92,27,63,72,48
F,B,M,45,51,54,35,54
M,A,M,62,115,57,48,41
M,B,M,52,58,56,40,38
F,E,O,92,40,70,72,27
F,C,M,44,57,64,34,21
M,A,M,45,96,56,35,36
M,D,O,74,81,76,58,25
M,C,U,13,39,23,10,44
M,D,Y,31,90,60,24,40
F,C,M,56,65,60,44,33
M,B,M,41,95,73,32,25
F,C,O,92,23,86,72,40
F,B,M,55,58,64,43,23
F,E,M,53,48,84,41,29
M,B,M,46,58,64,36,58
F,C,U,14,91,21,11,51
F,C,U,13,90,22,10,26
M,A,O,67,21,73,52,42
M,C,U,13,88,25,10,52
F,D,O,74,40,74,58,25
F,B,M,44,56,66,34,34
M,B,U,7,87,20,5,37
F,D,M,49,58,71,38,34
M,E,M,57,110,60,44,48
F,B,U,13,115,19,10,30
F,B,Y,23,87,56,18,50
M,E,Y,17,83,60,13,43
M,B,O,84,23,65,65,60
F,C,O,94,30,52,73,55
M,D,M,206,82,49,160,29
F,D,M,57,45,55,44,31
F,A,Y,33,80,67,26,33
M,D,O,77,120,71,60,24
M,B,M,64,58,69,50,65
M,C,Y,22,55,76,17,56
M,D,Y,18,110,58,14,44
F,B,U,6,105,22,5,20
M,B,U,10,107,28,8,43
M,E,M,50,32,69,39,47
F,C,M,58,55,57,45,40
F,D,Y,27,61,48,21,41
M,D,U,8,28,19,6,47
F,A,Y,35,71,56,27,34
M,A,O,200,86,56,156,70
M,E,O,66,113,66,51,39
M,D,U,14,117,20,11,45
M,A,O,91,32,57,71,48
F,B,Y,18,89,70,14,52
M,D,O,67,120,66,52,28
F,B,O,66,29,63,51,60
M,E,Y,35,75,78,27,32
F,A,Y,16,98,71,12,29
M,E,U,11,32,12,9,26
M,A,U,14,113,28,11,29
M,C,Y,25,51,69,19,21
M,B,U,11,90,20,9,47
F,A,M,56,53,68,44,39
F,B,M,44,59,70,34,65
F,A,M,45,64,71,35,36
M,D,U,7,57,21,5,48
F,E,O,99,39,77,77,49
M,D,U,9,21,17,7,47
F,D,Y,33,86,61,26,39
F,C,M,59,41,70,46,29
M,E,M,41,52,62,32,38
M,C,Y,39,22,66,30,44
F,E,Y,36,78,69,28,31
F,B,Y,26,83,61,20,30
F,A,M,42,49,62,33,35
M,D,O,74,51,66,58,25
F,A,U,7,112,25,5,27
F,B,O,76,43,69,59,36
F,E,M,56,44,58,44,42
M,B,M,45,68,66,35,39
F,D,U,15,97,23,12,45
F,C,O,97,39,65,75,33
F,A,M,48,64,55,37,37
F,E,M,53,42,56,41,46
M,D,M,53,51,57,41,32
F,D,U,14,101,15,11,45
F,B,M,42,51,66,33,18
F,E,O,76,41,80,59,28
M,E,M,58,27,51,45,40
M,D,O,72,79,62,56,26
F,C,O,73,34,74,57,32
M,C,M,62,78,61,48,35
F,E,M,40,54,72,31,50
M,A,Y,29,106,79,23,32
M,C,M,52,86,71,40,49
M,A,U,9,79,33,7,27
M,E,M,57,69,61,44,37
M,C,Y,17,93,84,13,30
M,B,Y,19,25,63,15,45
M,D,M,41,49,65,32,36
M,A,U,9,117,12,7,27
M,D,U,14,81,24,11,45
M,A,O,76,120,65,59,44
F,C,O,90,32,77,70,26
F,C,M,58,52,74,45,35
F,A,Y,18,61,67,14,29
M,E,Y,38,42,57,30,27
M,E,M,50,37,68,39,28
F,E,M,51,52,67,40,32
M,A,Y,28,73,64,22,32
F,C,M,51,45,74,40,51
M,B,Y,34,56,47,26,63
F,D,Y,38,70,58,30,37
M,B,Y,31,46,66,24,17
M,A,O,73,119,77,57,43
F,C,M,58,43,77,45,49
F,B,Y,35,100,67,27,32
F,B,Y,22,65,69,17,58
F,B,Y,18,65,81,14,24
F,C,Y,37,75,59,29,51
M,C,U,12,20,14,9,51
M,A,O,70,22,68,54,43
F,A,U,8,108,16,6,27
M,B,U,14,89,28,11,26
M,C,O,75,85,71,58,30
M,D,O,80,105,67,62,23
F,E,O,78,42,63,61,49
F,D,U,12,103,14,9,46
F,C,U,8,90,11,6,26
F,D,M,52,57,63,40,33
M,E,Y,38,56,55,30,31
F,A,M,49,63,77,38,37
F,C,Y,31,73,72,24,35
M,D,Y,26,115,67,20,41
F,B,U,5,95,19,4,54
F,A,U,13,108,14,10,28
F,E,M,55,47,60,43,31
F,B,Y,39,94,59,30,64
F,E,O,69,27,69,54,34
M,B,O,91,34,63,71,70
F,E,O,91,44,68,71,35
M,A,Y,35,118,60,27,34
M,C,U,9,28,9,7,35
F,D,U,14,111,22,11,45
F,B,U,12,112,15,9,38
F,B,Y,17,93,72,13,58
F,B,U,13,110,14,10,63
F,C,M,46,42,65,36,47
M,B,O,67,101,67,52,66
F,D,O,81,27,65,63,23
M,C,Y,23,82,67,18,40
F,C,M,56,62,69,44,50
M,E,M,61,48,63,47,33
M,D,U,7,95,24,5,48
F,B,Y,30,84,57,23,21
M,B,O,88,22,84,68,18
F,A,Y,20,72,59,16,30
F,C,U,12,109,6,9,25
M,C,O,99,52,76,77,33
M,C,U,6,101,19,5,38
F,C,Y,19,67,70,15,33
M,A,U,10,50,14,8,27
F,E,U,8,93,10,6,47
M,A,O,85,31,48,66,46
M,B,M,46,61,78,36,57
M,D,U,10,68,24,8,47
F,E,M,57,41,69,44,43
M,C,M,50,115,74,39,56
M,B,O,78,79,66,61,46
M,A,M,59,114,73,46,40
F,A,Y,37,77,71,29,34
M,A,U,15,79,14,12,29
M,E,Y,21,68,65,16,38
M,C,O,90,25,65,70,44
F,E,O,77,29,79,60,46
F,C,U,6,109,19,5,48
F,B,U,13,117,27,10,58
M,E,O,85,100,54,66,29
M,E,Y,27,55,68,21,38
F,E,O,95,39,72,74,44
F,D,M,48,40,67,37,34
F,B,U,7,91,9,5,18
M,C,Y,17,33,57,13,42
M,B,Y,32,24,65,25,38
M,D,M,56,36,59,44,31
M,D,U,12,27,25,9,46
F,D,U,12,96,14,9,46
F,D,U,15,93,25,12,45
F,D,O,89,41,62,69,20
M,B,Y,35,75,71,27,65
F,A,O,82,40,72,64,45
F,E,U,6,115,24,5,49
F,C,Y,19,73,77,15,32
M,B,M,55,44,64,43,38
M,C,U,200,32,24,156,29
F,D,Y,21,95,65,16,43
F,C,M,56,48,78,44,42
M,D,M,45,24,69,35,35
M,C,Y,24,92,47,19,40
M,D,M,53,102,67,41,32
F,B,Y,38,80,77,30,63
F,A,M,45,45,73,35,36
F,B,O,83,22,73,65,55
F,B,U,7,115,27,5,25
F,D,Y,24,69,61,19,42
F,C,Y,31,61,58,24,23
F,B,M,57,44,62,44,43
M,D,U,11,79,20,9,46
M,E,O,89,66,61,69,27
M,D,U,5,85,22,4,48
M,E,U,13,59,22,10,44
M,C,Y,34,42,79,26,47
M,A,Y,32,53,62,25,33
F,D,U,6,91,11,5,48
F,A,O,209,44,71,163,79
F,C,Y,19,77,57,15,47
M,C,Y,19,34,61,15,22
M,D,U,7,29,17,5,48
F,B,Y,32,84,84,25,31
F,E,U,5,109,22,4,29
F,C,U,10,95,26,8,41
M,A,O,87,89,82,68,47
M,B,M,58,58,65,45,65
M,E,M,52,66,66,40,43
M,A,O,205,22,80,159,38
M,B,M,59,119,62,46,33
M,D,M,45,109,75,35,35
